special_id,canonical_or_tag,general_overlap,previous_product_fit_verdict,final_reverse_audit_verdict,final_reason,general_discoverability_note,provenance_note,source_batch
2871,head_between_thighs,YES,KEEP,KEEP_SPECIAL,head_between_thighsは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2872,ass_press,YES,KEEP,KEEP_SPECIAL,ass_pressは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2873,implied_pregnancy,YES,KEEP,KEEP_SPECIAL,implied_pregnancyは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2874,licking_breast,YES,KEEP,KEEP_SPECIAL,licking_breastは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2875,blood_in_mouth,YES,KEEP,KEEP_SPECIAL,blood_in_mouthはR18G・損傷・特殊な身体状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2876,skirt_peek,YES,KEEP,KEEP_SPECIAL,skirt_peekは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2877,holding_pregnancy_test,YES,KEEP,KEEP_SPECIAL,holding_pregnancy_testは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2878,pants_around_one_leg,YES,KEEP,KEEP_SPECIAL,pants_around_one_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2879,mole_on_crotch,YES,KEEP,KEEP_SPECIAL,mole_on_crotchは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2880,scar_on_breast,YES,KEEP,KEEP_SPECIAL,scar_on_breastは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2881,ass_freckles,YES,KEEP,KEEP_SPECIAL,ass_frecklesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2882,blood_on_mouth,YES,KEEP,KEEP_SPECIAL,blood_on_mouthはR18G・損傷・特殊な身体状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2883,spreading_own_ass,YES,KEEP,KEEP_SPECIAL,spreading_own_assは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2884,bikini_around_one_leg,YES,KEEP,KEEP_SPECIAL,bikini_around_one_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2885,breast_freckles,YES,KEEP,KEEP_SPECIAL,breast_frecklesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2886,panties_visible_through_clothes,YES,KEEP,KEEP_SPECIAL,panties_visible_through_clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2887,view_between_legs,YES,KEEP,KEEP_SPECIAL,view_between_legsは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2888,panties_around_thighs,YES,KEEP,KEEP_SPECIAL,panties_around_thighsは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2889,navel_peek,YES,KEEP,KEEP_SPECIAL,navel_peekは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2890,clothes_between_exposed_breasts,YES,KEEP,KEEP_SPECIAL,clothes_between_exposed_breastsは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2891,sucking_own_breasts,YES,KEEP,KEEP_SPECIAL,sucking_own_breastsは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2892,bursting_ass,YES,KEEP,KEEP_SPECIAL,bursting_assは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2893,lactating_into_container,YES,KEEP,KEEP_SPECIAL,lactating_into_containerはfluid・排泄・授乳などのspecific state/actionを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2894,piercing_through_clothes,YES,KEEP,KEEP_SPECIAL,piercing_through_clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2895,tail_around_another's_leg,YES,KEEP,KEEP_SPECIAL,tail_around_another's_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2896,swimsuit_lift,YES,KEEP,KEEP_SPECIAL,swimsuit_liftは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2897,bikini_visible_through_clothes,YES,KEEP,KEEP_SPECIAL,bikini_visible_through_clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2898,ass_lift,YES,KEEP,KEEP_SPECIAL,ass_liftは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2899,gag_around_neck,YES,KEEP,KEEP_SPECIAL,gag_around_neckはBDSM・拘束・特殊器具またはその状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2900,forced_lactation,YES,KEEP,KEEP_SPECIAL,forced_lactationはfluid・排泄・授乳などのspecific state/actionを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2901,blood_on_feet,YES,KEEP,KEEP_SPECIAL,blood_on_feetはR18G・損傷・特殊な身体状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2902,stuffed_gag,YES,KEEP,KEEP_SPECIAL,stuffed_gagはBDSM・拘束・特殊器具またはその状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2903,grabbing_multiple_others'_breasts,YES,KEEP,KEEP_SPECIAL,grabbing_multiple_others'_breastsは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2904,head_under_skirt,YES,KEEP,KEEP_SPECIAL,head_under_skirtは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2905,bra_slip,YES,KEEP,KEEP_SPECIAL,bra_slipは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2906,male_lactation,YES,KEEP,KEEP_SPECIAL,male_lactationはfluid・排泄・授乳などのspecific state/actionを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2907,pantyhose_around_one_leg,YES,KEEP,KEEP_SPECIAL,pantyhose_around_one_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2908,cooperative_breast_sucking,YES,KEEP,KEEP_SPECIAL,cooperative_breast_suckingは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2909,buruma_around_one_leg,YES,KEEP,KEEP_SPECIAL,buruma_around_one_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2910,breast_curtain_lift,YES,KEEP,KEEP_SPECIAL,breast_curtain_liftは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2911,grabbed_breast_over_shoulder,YES,KEEP,KEEP_SPECIAL,grabbed_breast_over_shoulderは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2912,scar_on_thigh,YES,KEEP,KEEP_SPECIAL,scar_on_thighは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2913,clitoral_stimulation_through_clothes,YES,KEEP,KEEP_SPECIAL,clitoral_stimulation_through_clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2914,head_under_another's_clothes,YES,KEEP,KEEP_SPECIAL,head_under_another's_clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2915,toe_sucking,YES,KEEP,KEEP_SPECIAL,toe_suckingは具体的なsexual actionまたはactor/body-site relationを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2916,explosion_gag,YES,KEEP,KEEP_SPECIAL,explosion_gagはGeneralの広い上位語だけでは代替しにくい具体的なSpecial概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2917,thigh_freckles,YES,KEEP,KEEP_SPECIAL,thigh_frecklesは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2918,bikini_bottom_around_leg,YES,KEEP,KEEP_SPECIAL,bikini_bottom_around_legは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2919,bikini_bottom_lift,YES,KEEP,KEEP_SPECIAL,bikini_bottom_liftは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2920,bite_mark_on_ass,YES,KEEP,KEEP_SPECIAL,bite_mark_on_assは一般語への正規化で身体状態・body-siteの意味を失う具体的概念を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2921,applying_gag,YES,KEEP,KEEP_SPECIAL,applying_gagはBDSM・拘束・特殊器具またはその状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2922,removing_bra_under_shirt,YES,KEEP,KEEP_SPECIAL,removing_bra_under_shirtは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
2923,blood_on_shoulder,YES,KEEP,KEEP_SPECIAL,blood_on_shoulderはR18G・損傷・特殊な身体状態を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。Issue #96追加候補。#96のSPECIAL_CANDIDATE採用理由を補助証拠として再確認。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B4
