identity_key,sample_stratum,membership,general_primary_path,special_id,generation_family,reviewed_class,pilot_review_status,review_reason
spiked_necklace,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
print_skirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
flower-trimmed_sleeves,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
latex_bikini,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
ear_scrunchie,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
torn_paper,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
scarab,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
pectoral_lift,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
bra_in_mouth,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
alternate_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
mikagura_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
gazelle_horns,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
holding_broom,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
patting_belly,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
bloomers,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
pendant,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
shoulder-to-shoulder,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
wet_fundoshi,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cross-laced_pants,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
cross_tattoo,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
face-to-face,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
heart_bra,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
holding_polearm,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tatsumaki_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
ascot_between_breasts,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
buttons,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
animal_feet,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
arrow_through_heart,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
corsage,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
baby_carry,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
shorts_under_shorts,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
saiyan_armor,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
face_to_pecs,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
tsuka_(handle),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
crotch_plate,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tied_sweater,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
blue_assault_visor,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
polka_dot_scarf,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
ribbon_in_mouth,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
holding_mirror,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
back_pain,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
extendable_limbs,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
muscular,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
stepping_stones,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
hakusen_academy_school_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
comically_large_ears,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
plaid_armband,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
heijou_institute_school_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
diana_(pragmata)_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
kidnapped,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
brushing_another's_teeth,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
winter_clothes,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
kousaka_kirino's_school_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
side-tie_vest,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
red_happi,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
gradient_cloak,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
ao_nhat_binh,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
mask,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
badger_tail,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
orange_pubic_hair,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
shiranui_mai_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
purple_pants,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
holding_tennis_racket,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
polyamory,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
hitting,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tokai_teio_(umamusume)_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
white_mittens,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
halo_behind_head,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
flat_chest,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
licking_self,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
fur-trimmed_socks,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
spine_sword,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
kamado_nezuko_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
notched_lapels,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
flower_hairband,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
black_undershirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
blue_bridal_gauntlets,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
latex_skirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
aqua_shawl,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tongue_scarf,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
loose_neck_ribbon,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
undone_duijin,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,,UNCLASSIFIED,opaque/ambiguous semantics are insufficient from current accepted evidence; do not force a class
pinstripe_kimono,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
arm_on_another's_leg,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
unworn_mask,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
text_hair_ornament,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
black_tongue,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
hoto_cocoa's_school_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
versatile_slime_penetration,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,185,INSERTION_STRUCTURED,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
audible_internal_cumshot,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,387,FLUID_STATE_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
open-chest_straitjacket,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,3066,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cospussy,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,3061,BODY_ATTRIBUTE,,UNCLASSIFIED,opaque/ambiguous semantics are insufficient from current accepted evidence; do not force a class
tenga,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,606,IMPLEMENT_OBJECT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
sex_invitation,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,1157,CONTEXT_MODIFIER,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
unzipping_another's_clothes,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,3053,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
penis_in_another's_panties,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,1188,CLOTHING_EXPOSURE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
nipple_stimulation_(female_on_male),BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,915,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
speckled_areolae,BOUNDARY_SPECIAL_ONLY,SPECIAL_ONLY,,3004,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
downturned_eyes,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,HAIR_FACE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
demon,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIVING_NATURE/CREATURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
panorama,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,COMPOSITION_CAMERA,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
>_o,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,EXPRESSION_EMOTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
energy_tail,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,STYLE_QUALITY_META,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
underwater,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,PLACE_BACKGROUND,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
cafe,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,PLACE_BACKGROUND,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
f-16_fighting_falcon,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIVING_NATURE/CREATURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
loading_icon,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,TEXT_SYMBOL/TEXT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
lofter_logo,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,TEXT_SYMBOL/SYMBOL,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
banana_print,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,COLOR_APPEARANCE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
flare,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIGHT_TIME_WEATHER,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
field,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,PLACE_BACKGROUND,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
neon_lights,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIGHT_TIME_WEATHER,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
israeli_flag,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,TEXT_SYMBOL/SYMBOL,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
satin,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,COLOR_APPEARANCE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
transparent_butterfly,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,COLOR_APPEARANCE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
celestial_being,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,PERSON_COUNT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
button_eyes,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,HAIR_FACE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
character_watermark,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,TEXT_SYMBOL/TEXT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
dressed_shadow_(meme),ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,STYLE_QUALITY_META,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
yellow_leaf,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIVING_NATURE/PLANT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
polish_text,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,TEXT_SYMBOL/TEXT,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
phone_light,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,LIGHT_TIME_WEATHER,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
baluster,ORDINARY_GENERAL_CONTROL,GENERAL_ONLY,PLACE_BACKGROUND,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
