row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-040366,haks,Copyright,149,ヘクス,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-040379,demons_roots_(series),Copyright,148,Demons Roots,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040383,mirai_akari's_new_virtual_youtuber_illustration_contest,Copyright,148,ミライアカリイラコン新VTuber,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-060425,kobayashi_gen,Artist,148,小林元,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-060479,tamura_satomi,Artist,148,田村里美,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-060529,fukushima_masayasu,Artist,147,ふくしま正保,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-060549,inoue_yoshihisa,Artist,147,井上よしひさ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040412,sonic_the_hedgehog_3_(movie),Copyright,146,ソニック × シャドウ TOKYO MISSION,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-060777,yoshizuki_kumichi,Artist,146,よしづきくみち,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040418,dancouga_(series),Copyright,145,超獣機神ダンクーガ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040419,deepness_(love_live!),Copyright,145,DEEPNESS,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040430,mario_&_luigi:_superstar_saga,Copyright,145,マリオ&ルイージRPG,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-060915,yonekura_kengo,Artist,145,米倉けんご,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-060987,miyajima_reiji,Artist,144,宮島礼吏,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061020,sakai_hamachi,Artist,144,堺はまち,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061029,sekino_takehiro,Artist,144,関野武弘,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061041,tanaka_ken'ichi,Artist,144,田中健一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-016796,otonashi_ayana,Character,143,音無彩名,,single Japanese candidate with no conflicting evidence,character_single_candidate_remaining_batch049.csv
I70-061179,takada_akemi,Artist,143,高田明美,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061183,task_owner,Artist,143,タスクオーナ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040497,19_tian,Copyright,141,19天,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-040521,the_batman_(2022),Copyright,141,THE BATMAN－ザ・バットマン－,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-061358,fujita_mariko,Artist,141,藤田まり子,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061411,nogami_takeshi,Artist,141,野上武志,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061436,takani_yoshiyuki,Artist,141,高荷義之,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040525,devil_may_cry_1,Copyright,140,デビルメイクライ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040529,james_bond_(series),Copyright,140,ジェームズ・ボンド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040548,kengan_(series),Copyright,139,ケンガン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040574,morinaga_(brand),Copyright,138,森永,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-061758,aizawa_chihiro,Artist,138,藍沢ちひろ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061815,kishi_torajirou,Artist,138,岸虎次郎,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-061848,oomura_yuusuke,Artist,138,大村祐介,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040617,kirby:_right_back_at_ya!,Copyright,135,星のカービィ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-062231,iwasaki_masakazu,Artist,135,いわさきまさかず,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-062340,yano_akane,Artist,135,矢野茜,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040640,detective_pikachu_(movie),Copyright,134,名探偵ピカチュウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040662,stardust_project,Copyright,134,StarDust星云社,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_accepted_noflag_batch009.csv
I70-062664,yoshimizu_kagami,Artist,133,美水かがみ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-062733,manabe_jouji,Artist,132,真鍋譲治,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040722,saw_(movie),Copyright,131,ソウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-062871,kawamura_toshie,Artist,131,川村敏江,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-063136,amano_yoshitaka,Artist,129,天野喜孝,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040775,demons_roots,Copyright,128,Demons Roots,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040787,pixiv_fantasia_1,Copyright,128,pixivファンタジア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040829,musekinin_shuugoutai_(synthesizer_v),Copyright,126,無責任集合体,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040847,gwent_(game),Copyright,125,グウェント ウィッチャーカードゲーム,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040852,kirby's_dream_land,Copyright,125,星のカービィ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040857,orguss,Copyright,125,超時空世紀オーガス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040861,robin_hood_(disney_movie),Copyright,125,ロビン・フッド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-063900,katsura_masakazu,Artist,125,桂正和,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040870,ghost_in_the_shell:_sac_2045,Copyright,124,攻殻機動隊 SAC_2045,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-018806,kaguya_hime,Character,123,かぐや姫,,single Japanese candidate with no conflicting evidence,character_single_candidate_remaining_batch049.csv
I70-040888,300_(movie),Copyright,123,300〈スリーハンドレッド〉,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040895,huayangshan_jishi,Copyright,123,华阳山记事,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-040903,serial_experiments_lain_(ps1_game),Copyright,123,serial experiments lain,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040918,hua_jianghu_zhi_bei_mo_ting,Copyright,122,画江湖,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-040949,metroid_(classic),Copyright,121,メトロイド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040952,sergestid_shrimp_in_tungkang,Copyright,121,初夏的東港之櫻,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-040976,silent_hill_1,Copyright,120,サイレントヒル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-040979,wild_flower,Copyright,120,野生の花,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-064843,kamitani_george,Artist,120,神谷盛治,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-040999,magna_carta,Copyright,119,マグナカルタ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-019418,tairitsu_(tempest)_(arcaea),Character,118,対立,,short kanji-only candidate is too ambiguous without contextual search evidence,variant_lost_qualifier_batch003_04.csv
I70-065178,awatake_takahiro,Artist,118,粟岳高弘,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041043,mega_man_battle_network_(anime),Copyright,117,ロックマンエグゼ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041069,ji_peng_gou_you,Copyright,116,雪山游泳馆,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041074,pocahontas_(movie),Copyright,116,ポカホンタス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041093,dune_(series),Copyright,115,デューン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-065759,araki_hirohiko,Artist,115,荒木飛呂彦,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041121,halloween_(movie),Copyright,114,ハロウィン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041125,koumajou_densetsu_1,Copyright,114,紅魔城伝説 緋色の交響曲,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-066032,kawamoto_toshihiro,Artist,114,川元利浩,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-066033,kio_shimoku,Artist,114,木尾士目,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041155,iczer_(series),Copyright,113,イクサー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-066273,mori_kotarou,Artist,113,森小太郎,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-066274,moriyama_daisuke,Artist,113,森山大輔,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-020156,orishima_kei,Character,112,織島_慶,,single Japanese candidate with no conflicting evidence,character_single_candidate_remaining_batch049.csv
I70-041199,red_sonja_(comics),Copyright,112,レッドソニア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041210,chibi_kyonyuu,Copyright,111,クラスに1人いる巨乳シリーズ,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041218,kinjo_no_hito_no_nakimushi,Copyright,111,バツイチで泣き虫なおとなりさん,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041262,pokemon_ranger_1,Copyright,110,ポケモンレンジャー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041283,lovely_x_cation,Copyright,109,ラブリケーション,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041328,venom_(2018),Copyright,108,ヴェノム,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-067455,suekane_kumiko,Artist,108,スエカネクミコ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041334,choujikuu_seiki_orguss,Copyright,107,超時空世紀オーガス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041346,jishenkong_jihua,Copyright,107,極深空計畫,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041357,ultraman_tarou_(series),Copyright,107,ウルトラマンタロウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-067556,ishida_atsuko,Artist,107,石田敦子,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-067893,tamaki_nozomu,Artist,106,環望,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041409,plivyou,Copyright,105,プライブユー,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041417,valis_(sinsekai),Copyright,105,ヴァリス,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041427,cotton_(game),Copyright,104,コットン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041461,baldr_(series),Copyright,103,BALDRシリーズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041483,princess_maker_(series),Copyright,103,プリンセスメーカー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-068652,yoshikawa_miki,Artist,103,吉河美希,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041542,spyro_(series),Copyright,101,スパイロ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-069000,inomata_mutsumi,Artist,101,いのまたむつみ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041559,ciel_nosurge,Copyright,100,シェルノサージュ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041582,oso-teki_kinoko_gijinka_zukan,Copyright,100,オソ・テキ・キノコ・ジジンカ・ズカン,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-069498,himaruya_hidekazu,Artist,99,日丸屋秀和,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-069654,wakaki_tamiki,Artist,99,若木民喜,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041650,enbizaka_no_shitateya_(vocaloid),Copyright,98,円尾坂の仕立屋,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041680,virtua_fighter_5_(series),Copyright,98,バーチャファイター5,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041699,mo_nu_zhi_wen_nai_bai_he_zhi_wei,Copyright,97,魔女之吻乃百合之味,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-070175,shimura_takako,Artist,97,志村貴子,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041718,choujuu_kishin_dancouga,Copyright,96,超獣機神ダンクーガ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041723,green_(game),Copyright,96,グリーン（ゲーム）,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-041734,mega_man_legends,Copyright,96,ロックマンDASH,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-070380,minamoto_hisanari,Artist,96,源久也,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-070381,minenami_ryou,Artist,96,峰浪りょう,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-070457,shimizu_eiichi,Artist,96,清水栄一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-070760,shiina_takashi,Artist,95,椎名高志,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-022885,en_ciel_rena_(laelith),Character,94,エンシェル・レナ,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-023169,tairitsu_(axium)_(arcaea),Character,93,対立,,short kanji-only candidate is too ambiguous without contextual search evidence,variant_lost_qualifier_batch003_04.csv
I70-041828,evenicle_(series),Copyright,93,イブニクル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-071412,usazaki_shiro,Artist,93,宇佐崎しろ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-071431,yoshida_ken'ichi,Artist,93,吉田健一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-041878,oshiete_miko_sensei_(series),Copyright,92,おしえて巫女先生,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041919,today's_han_yoil_is_a_woman,Copyright,91,美少女アイドル練習生の俺,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-071810,hattori_mitsuru,Artist,91,はっとりみつる,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-023579,en_ciel_rena_(aegis),Character,90,エンシェル・レナ,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-041931,drive_(movie),Copyright,90,ドライヴ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-041954,siren_(series),Copyright,90,SIREN,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-072062,arakawa_hiromu,Artist,90,荒川弘,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-072455,kiyuzuki_satoko,Artist,89,きゆづきさとこ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-024256,mitty_(furry)_(made_in_abyss),Character,87,ミーティ,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-042060,like_mother_like_daughter,Copyright,87,如出一辙的女儿,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-024371,en_ciel_rena_(magius),Character,86,エンシェル・レナ,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-042083,choushinjiku_game_neptune_unlimited,Copyright,86,ネプアンリミテッド,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042100,mang-jong,Copyright,86,亡種,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042105,romantic_saga_of_beauty_&_devil,Copyright,86,姬魔恋战纪,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042113,tententengokujigokugoku_(aiobahn),Copyright,86,天天天国地獄国,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042129,doom_i,Copyright,85,DOOM,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042138,liu_yao,Copyright,85,六爻,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-073750,ishiwatari_daisuke,Artist,85,石渡太輔,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-073942,toboso_yana,Artist,85,枢やな,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-024856,lillie_(special_costume)_(pokemon),Character,84,リーリエ,,Japanese Pokemon form/name candidate consistent with franchise context,variant_lost_qualifier_batch003_04.csv
I70-042197,ye_luoli,Copyright,84,叶罗丽,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-074115,kawakami_tetsuya,Artist,84,川上哲也,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042208,colorful_kanan,Copyright,83,カラフルなカナン,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042212,donkey_kong_(1981_game),Copyright,83,ドンキーコング,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042220,gift_(game),Copyright,83,ギフト（ゲーム）,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042248,tower_of_saviors,Copyright,83,神魔の塔,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042269,jain_no_ikenie_(series),Copyright,82,邪淫のいけにえ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042270,jing_wei_qing_shang,Copyright,82,泾渭情殇,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042280,mass_effect_1,Copyright,82,Mass Effect,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042346,tate_no_yuusha_no_nariagari_rise,Copyright,81,盾の勇者の成り上がり RERISE,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-075190,hanamizawa_q-tarou,Artist,81,花見沢Q太郎,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-075314,nishiwaki_yuuri,Artist,81,西脇ゆぅり,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-025783,purple_heart_(goddesses'_promise)_(neptunia),Character,80,パープルハート,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-042379,pinocchio_(disney_movie),Copyright,80,ピノキオ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042388,spirit_animals_in_disguise,Copyright,80,千变灵兽,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-026033,saion-ji_enju,Character,79,さいおんじ_えんじゅ,,single Japanese candidate with no conflicting evidence,character_single_candidate_remaining_batch049.csv
I70-042408,digimon_world,Copyright,79,デジモンワールド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042415,indiana_jones_(series),Copyright,79,インディ・ジョーンズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042432,quanmian_shidai,Copyright,79,全棉时代,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-076180,suzuki_masahisa,Artist,79,鈴木雅久,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042483,minions_(movie),Copyright,78,ミニオンズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-076264,akasaka_aka,Artist,78,赤坂アカ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-076338,fujii_maki,Artist,78,藤井まき,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-076490,ohtagaki_yasuo,Artist,78,太田垣康男,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042508,echo_(visual_novel),Copyright,77,ECHO,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042513,icetea,Copyright,77,ヨメミ,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-076906,orimoto_mimana,Artist,77,おりもとみまな,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042587,ryoushin_no_shakkin,Copyright,76,かたかわ,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-077164,ishihama_masashi,Artist,76,石浜真史,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-026978,purple_heart_(4go)_(neptunia),Character,75,パープルハート,,variant/form rendering plausible but not independently verified,variant_lost_qualifier_batch003_04.csv
I70-042617,evenicle,Copyright,75,イブニクル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042619,gacha_(lunime),Copyright,75,ガチャライフ2,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042630,mana_khemia,Copyright,75,マナケミア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042638,revolver_(game),Copyright,75,リボルバー（ゲーム）,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-077672,matsuo_hiromi,Artist,75,マツオヒロミ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042670,jain_no_ikenie,Copyright,74,邪淫のいけにえ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042695,temptation,Copyright,74,誘惑,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-078112,mekimeki,Artist,74,めきめき,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042808,sengoku_musou_1,Copyright,72,戦国無双,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042816,toushinden_1,Copyright,72,闘神伝,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042824,candy_(art_book),Copyright,71,キャンディ（アートブック）,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042875,unholy_sanctuary,Copyright,71,アンホリ☆プロダクション,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-079360,hayama_jun'ichi,Artist,71,羽山淳一,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv
I70-042884,aku_no_musume_(series),Copyright,70,悪ノ娘,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042889,blade_runner_(1982_movie),Copyright,70,ブレードランナー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
I70-042893,code_geachu_lelouch_of_the_calamity,Copyright,70,コードGeachu Lelouch of the Calamity,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv
I70-042895,counter-strike,Copyright,70,カウンターストライク,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv
