row_id,canonical_tag,post_count,display_ja,existing_candidate_ja,translation_note,risk_flags,related_copyright_top1,related_copyright_top1_coverage,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-011190,uesugi_kenshin_(second_ascension)_(fate),244,上杉謙信(Fate),上杉謙信(Fate),variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fate/grand_order,1.0,FIX_DISPLAY,uesugi kenshin (second ascension) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029522,yuria_(makigai),66,ユリア・グラスフィールド,ユリア・グラスフィールド,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,yuria (makigai),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029540,altessa_(futagohime),65,アルテッサ,アルテッサ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fushigiboshi_no_futago_hime,1.0,FIX_DISPLAY,altessa (futagohime),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029551,ariaria_(netsuki),65,アリアリア,アリアリア,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,ariaria (netsuki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029605,fubuki_kai_san_go_(type_6)_(kancolle),65,吹雪改三護(六式),吹雪改三護(六式),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,kantai_collection,1.0,FIX_DISPLAY,fubuki kai san go (type 6) (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029609,future_princess,65,未来姫(ガーディアンテイルズ),未来姫(ガーディアンテイルズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,guardian_tales,1.0,FIX_DISPLAY,future princess,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029636,howler_(owler),65,ハウラー（Owler）,ハウラー（Owler）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,howler (owler),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029638,huacaya_alpaca_(kemono_friends),65,アルパカ・ワカイヤ(けものフレンズ),アルパカ・ワカイヤ(けものフレンズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,huacaya alpaca (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029713,mustang_(nikke),65,マスタング(勝利の女神:NIKKE),マスタング(勝利の女神:NIKKE),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,goddess_of_victory:_nikke,1.0,FIX_DISPLAY,mustang (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029731,older_twin_sister_(muninshiki),65,双子の姉妹（ムニンシキ）,双子の姉妹（ムニンシキ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,older twin sister (muninshiki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029734,osakabehime_(foxy_lady)_(fate),65,レディ・フォクシー,レディ・フォクシー,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fate/grand_order,1.0,FIX_DISPLAY,osakabehime (foxy lady) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029760,rishetta_(30ms),65,リシェッタ,リシェッタ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,30_minutes_sisters,1.0,FIX_DISPLAY,rishetta (30ms),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029791,superbia_(bravern),65,スペルビア,スペルビア,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,yuuki_bakuhatsu_bang_bravern,1.0,FIX_DISPLAY,superbia (bravern),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029827,yuiyui_(konosuba),65,ゆいゆい,ゆいゆい,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,kono_subarashii_sekai_ni_shukufuku_wo!,1.0,FIX_DISPLAY,yuiyui (konosuba),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029846,alpha_(acerailgun),64,アルファ（acerailgun）,アルファ（acerailgun）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,alpha (acerailgun),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029952,kanojo_(ogino_atsuki),64,クリスマス限定みんなの彼女,クリスマス限定みんなの彼女,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,kanojo (ogino atsuki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029974,kunzite_(sailor_moon),64,クンツァイト,クンツァイト,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,bishoujo_senshi_sailor_moon,1.0,FIX_DISPLAY,kunzite (sailor moon),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-029976,kuroino_(poco),64,クロイノ（ポコ）,クロイノ（ポコ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,kuroino (poco),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030000,maestrale_kai_(swimsuit)_(kancolle),64,マエストラーレ改(水着),マエストラーレ改(水着),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,kantai_collection,1.0,FIX_DISPLAY,maestrale kai (swimsuit) (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030064,pandy_(geistbox),64,パンディ（geistbox）,パンディ（geistbox）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,pandy (geistbox),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030082,ricotta_beldine,64,リコッタ（YS）,リコッタ（YS）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,ys,1.0,FIX_DISPLAY,ricotta beldine,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030089,romania_(hetalia),64,ルーさん,ルーさん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,axis_powers_hetalia,1.0,FIX_DISPLAY,romania (hetalia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030112,shanoa_(vtuber),64,しゃのあ,しゃのあ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,indie_virtual_youtuber,1.0,FIX_DISPLAY,shanoa (vtuber),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030140,tanaka_aiko,64,田中愛子(おやすみプンプン),田中愛子(おやすみプンプン),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,oyasumi_punpun,1.0,FIX_DISPLAY,tanaka aiko,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030143,tea_party_militant_a_(blue_archive),64,ティーパーティーの生徒A,ティーパーティーの生徒A,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,tea party militant a (blue archive),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030150,tizoc_(snk),64,グリフォンマスク,グリフォンマスク,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fatal_fury,0.90566,FIX_DISPLAY,tizoc (snk),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030193,akizuki_kai_ni_(kancolle),63,秋月改二(艦これ),秋月改二(艦これ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,kantai_collection,1.0,FIX_DISPLAY,akizuki kai ni (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030200,arlong,63,アーロン(ONEPIECE),アーロン(ONEPIECE),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,one_piece,1.0,FIX_DISPLAY,arlong,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030204,asclepius_(nanoha),63,アスクレピウス（ナノハ）,アスクレピウス（ナノハ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,lyrical_nanoha,1.0,FIX_DISPLAY,asclepius (nanoha),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030207,ayase_shiho_(honashi),63,綾瀬シホ,綾瀬シホ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,ayase shiho (honashi),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030212,belorta_(nikke),63,ベロータ(勝利の女神:NIKKE),ベロータ(勝利の女神:NIKKE),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,goddess_of_victory:_nikke,1.0,FIX_DISPLAY,belorta (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030248,eastern_spot-billed_duck_(kemono_friends),63,カルガモ(けものフレンズ),カルガモ(けものフレンズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,eastern spot-billed duck (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030264,fox_wife_(doitsuken),63,フォックスの妻（doitsuken）,フォックスの妻（doitsuken）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,fox wife (doitsuken),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030293,hermes_(housamo),63,ヘルメス,ヘルメス,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tokyo_afterschool_summoners,1.0,FIX_DISPLAY,hermes (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030294,hero's_shade_(zelda),63,古の勇者,古の勇者,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,hero's shade (zelda),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030319,kaito_(guilty)_(vocaloid),63,ギルティ,ギルティ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,project_diva_(series),1.0,FIX_DISPLAY,kaito (guilty) (vocaloid),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030326,kat_(mazume),63,キャット（マツメ）,キャット（マツメ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,kat (mazume),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030358,luxiel_(exs-tia),63,淫魔聖妃ルクシエル,淫魔聖妃ルクシエル,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,kouyoku_senki_exs-tia,1.0,FIX_DISPLAY,luxiel (exs-tia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030364,marion_(high_school_dxd),63,マリオン（高校DXD）,マリオン（高校DXD）,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED,high_school_dxd,1.0,FIX_DISPLAY,marion (high school dxd),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030381,motherly-chan_(ramchi),63,母性ちゃん,母性ちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,motherly-chan (ramchi),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030382,mouse_marisa_(yuasan),63,ねずみまりさ,ねずみまりさ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,touhou,1.0,FIX_DISPLAY,mouse marisa (yuasan),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030409,pink_hair_chan_(waka),63,ピンク髪ちゃん,ピンク髪ちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,pink hair chan (waka),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030427,sakura_kyoko's_father,63,京子の父（マドカ・マジカ）,京子の父（マドカ・マジカ）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,mahou_shoujo_madoka_magica,1.0,FIX_DISPLAY,sakura kyoko's father,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030464,the_puppet_(fnaf),63,パペット,パペット,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,five_nights_at_freddy's,1.0,FIX_DISPLAY,the puppet (fnaf),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030477,tsathoggua_(housamo),63,ツァトグァ,ツァトグァ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tokyo_afterschool_summoners,1.0,FIX_DISPLAY,tsathoggua (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030524,arsene_(milky_holmes),62,アルセーヌ,アルセーヌ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT | DUPLICATE_DISPLAY_WITHIN_CATEGORY,,,FIX_DISPLAY,arsene (milky holmes),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030551,claes_(gunslinger_girl),62,クラエス,クラエス,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,claes (gunslinger girl),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-030564,disciplinary_committee-chan_(maku_ro),62,風紀委員ちゃん,風紀委員ちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,disciplinary committee-chan (maku ro),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
