row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-042959,bokujou_monogatari:_waku_waku_animal_march,69,牧場物語 わくわくアニマルマーチ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043027,dragon_ball_z_kami_to_kami,68,ドラゴンボールZ 神と神,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043033,hand_maid_may,68,HAND MAID メイ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043035,higeki_no_genkyou_tonaru_saikyou_gedou_last_boss_joou_wa_tami_no_tame_ni_tsukushimasu,68,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043036,hyrule_warriors:_age_of_imprisonment,68,ゼルダ無双 封印戦記,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043039,jojo_no_kimyou_na_bouken:_mirai_e_no_isan,68,ジョジョの奇妙な冒険 未来への遺産,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043059,rance_01,68,ランス01 光をもとめて,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043066,spider-man_1_(2002),68,スパイダーマン（2002年映画）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043068,tales_of_the_world_radiant_mythology_3,68,テイルズ オブ ザ ワールド レディアント マイソロジー3,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043093,gaiking:_legend_of_daikuu_maryuu,67,ガイキング LEGEND OF DAIKU-MARYU,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043095,gundam_suisei_no_majo:_seishun_frontier,67,機動戦士ガンダム 水星の魔女 青春フロンティア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043099,isaku,67,遺作,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043100,kamisama_minarai:_himitsu_no_cocotama,67,かみさまみならい ヒミツのここたま,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043119,pokemon_ranger:_shadows_of_almia,67,ポケモンレンジャー バトナージ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043146,contra,66,魂斗羅,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043149,doctor_strange_in_the_multiverse_of_madness,66,ドクター・ストレンジ／マルチバース・オブ・マッドネス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043163,ikari_warriors,66,怒,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043183,psyren,66,PSYREN -サイレン-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043185,secret_agent_~kishi_gakuen_no_shinobi_naru_mono~,66,Secret Agent ～騎士学園の忍びなるもの～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043192,the_legend_of_zelda_(cd-i),66,ゼルダの伝説（CD-i）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043208,choujigen_taisen_neptune_vs_sega_hard_girls,65,超次元大戦 ネプテューヌVSセガ・ハード・ガールズ 夢の合体スペシャル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043220,hentai_prison,65,ヘンタイ・プリズン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043227,league_of_angels,65,リーグ オブ エンジェルズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043231,mario_golf:_super_rush,65,マリオゴルフ スーパーラッシュ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043240,pokemon_ranger:_guardian_signs,65,ポケモンレンジャー 光の軌跡,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043241,pokemon_the_movie_2000:_the_power_of_one,65,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043264,bakumatsu_rouman_dainimaku,64,幕末浪漫第二幕 月華の剣士,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043268,castlevania:_legacy_of_darkness,64,悪魔城ドラキュラ黙示録外伝 LEGEND OF CORNELL,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043281,juuni_senshi_bakuretsu_eto_ranger,64,十二戦支 爆烈エトレンジャー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043309,senran_nin_nin_ninja_taisen_neptune:_shoujo-tachi_no_kyouen,64,閃乱忍忍忍者大戦ネプテューヌ -少女達の響艶-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043328,cannonball_~neko_neko_machine_mou-race!~,63,CANNONBALL ～ねこねこマシン猛レース!～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043356,queen's_blade_spiral_chaos,63,クイーンズブレイド スパイラルカオス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043360,routes,63,Routes -ルーツ-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043371,yorha,63,ヨルハ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043372,ys:_memories_of_celceta,63,イース セルセタの樹海,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043375,assassin's_creed:_unity,62,アサシン クリード ユニティ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043377,danshi_kinsei_game_sekai_de_ore_ga_yarubeki_yuiitsu_no_koto_yuri_no_ma_ni_hasamaru_otoko_to_shite_tensei_shite_shimaimashita,62,男子禁制ゲーム世界で俺がやるべき唯一のこと ～百合の間に挟まる男として転生してしまいました～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043387,htol#niq:_hotaru_no_nikki,62,htoL#NiQ -ホタルノニッキ-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043390,jojo_no_kimyou_na_bouken:_all_star_battle,62,ジョジョの奇妙な冒険 オールスターバトル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043404,metro-goldwyn-mayer,62,メトロ・ゴールドウィン・メイヤー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043412,queen's_blade_limit_break,62,クイーンズブレイド リミットブレイク,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043427,the_beginning_after_the_end,62,最強の王様、二度目の人生は何をする？,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043432,umamusume:_party_dash,62,ウマ娘 プリティーダービー 熱血ハチャメチャ大感謝祭！,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043439,ace_combat_6,61,ACE COMBAT 6 解放への戦火,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043450,bram_stoker's_dracula,61,ドラキュラ（1992年映画）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043463,harry_potter_and_the_cursed_child,61,ハリー・ポッターと呪いの子,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043488,re:zero_kara_tsugihagu_isekai_seikatsu,61,Re:ゼロからツギハグ異世界生活,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043489,resident_evil:_the_darkside_chronicles,61,バイオハザード／ダークサイド・クロニクルズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043494,sonic_the_hedgehog_(ova),61,ソニック・ザ・ヘッジホッグ（OVA）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043505,umamusume:_peace_peace_cepea_cepea_golshi-chan,61,ウマ娘 プリティーダービー ピスピス☆スピスピ ゴルシちゃん,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043512,advance_of_zeta_re-boot,60,A.O.Z Re-Boot ガンダム・インレ -くろうさぎのみた夢-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043518,bokujou_monogatari:_yasuragi_no_ki,60,牧場物語 やすらぎの樹,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-043524,digimon_adventure:_last_evolution_kizuna,60,デジモンアドベンチャー LAST EVOLUTION 絆,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
