canonical_tag,post_count,aliases,v1_status,prescreen_status,stage_a_family,stage_b_fit,nearest_special_identity,reason,confidence,review_priority,content_filter_used,audit_bucket,p0_spotcheck
vspo!_showdown,175,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,amazon position (SpecialID 118; score=0.155),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
yakumo_ran_(cosplay),175,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,amazon position (SpecialID 118; score=0.180),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
8-ball,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,ball bra (SpecialID 2196; score=0.499),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
asparagus,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bare anus (SpecialID 4; score=0.250),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bladed_tonfa,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,deep throat (SpecialID 113; score=0.235),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
clasp,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
dotted_quarter_note,174,dotted_crotchet,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.275),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
double_entendre,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double amputee (SpecialID 1767; score=0.552),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
dual_sights,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double footjob (SpecialID 20; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fidget_spinner,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.208),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fireworks_print,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cow print pasties (SpecialID 2466; score=0.422),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
flapping_ears,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.216),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fn_scar_16,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,ear sex (SpecialID 22; score=0.159),ordinary mark/adornment at a non-intimate site; General discovery is sufficient,HIGH,P3,NO,,
frilled_bandeau,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double handjob (SpecialID 21; score=0.186),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
garmentmaker_(honkai:_star_rail),174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,star maebari (SpecialID 2478; score=0.358),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
heart_pin,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,heart pasties (SpecialID 2385; score=0.569),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
horse_pose,174,golshi's_first_place_pose,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,horse penis (SpecialID 752; score=0.585),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hummingbird,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cuddling handjob (SpecialID 19; score=0.167),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
keikenchi_(style),174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,hentai style (SpecialID 1706; score=0.521),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
living_armor,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,living clothes (SpecialID 1870; score=0.519),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
lock_necklace,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cloth glansjob (SpecialID 13; score=0.167),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
nintendo_switch_lite,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,footjob with legwear (SpecialID 29; score=0.225),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
no_fingers,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,bound fingers (SpecialID 1903; score=0.594),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
parsee_day,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,paizuri day (SpecialID 953; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
plaid_sweater_vest,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked sweater (SpecialID 2391; score=0.515),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
platypus,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.225),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
poland,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double handjob (SpecialID 21; score=0.225),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
scarab,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch grab (SpecialID 18; score=0.212),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sekibanki_day,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,masturbation day (SpecialID 1040; score=0.490),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
shooting_gallery,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,footjob under table (SpecialID 26; score=0.206),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
short_cape,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_APPEARANCE_SIZE_COLOR,GENERAL_ONLY,nude cape (SpecialID 2578; score=0.479),broad size/color/appearance vocabulary is sufficiently discoverable through General,HIGH,P3,NO,,
sliced_meat,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,clothed sex (SpecialID 15; score=0.205),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
slosher_(splatoon),174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after masturbation (SpecialID 84; score=0.200),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
sound_of_a_star_(e.g.o),174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,star maebari (SpecialID 2478; score=0.354),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
spaghetti_and_meatballs,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,stand and carry (SpecialID 135; score=0.346),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sprite_sheet,174,spritesheet,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,nude sheet (SpecialID 2576; score=0.528),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
studded_hairband,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,studded dildo (SpecialID 1478; score=0.552),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
taped_arms,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tied arms (SpecialID 1952; score=0.621),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
tiramisu,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after paizuri (SpecialID 9; score=0.171),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
totem,174,totem_pole,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
trinity_general_school_sportswear,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.359),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
wing_earrings,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis earrings (SpecialID 1176; score=0.575),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
winged_sword,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,sword-swallowing fellatio (SpecialID 996; score=0.347),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
zookeeper,174,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,deepthroat (SpecialID 103; score=0.189),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
ame_no_kisaki_academy_school_uniform,173,ame_no_kisaki_academy_uniform,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.340),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
barioth_(armor),173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,naked armor (SpecialID 2438; score=0.484),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
blanket_veil,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fellatio under veil (SpecialID 1470; score=0.486),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
buttercup_redraw_challenge_(meme),173,buttercup_redraw_challenge,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,insertion threshold (meme) (SpecialID 1186; score=0.348),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
chuo_academy_school_uniform,173,chuuou_academy_school_uniform|chuo_academy_uniform,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.348),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
doll_hair_ornament,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,tentacle hair ornament (SpecialID 1882; score=0.671),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
eruption,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after masturbation (SpecialID 84; score=0.242),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
eye_twitch,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,eye gouging (SpecialID 475; score=0.456),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
falconry,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,facefucking (SpecialID 114; score=0.189),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
frilled_armlet,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fellatio (SpecialID 104; score=0.205),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
futakuchi-onna,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,facefucking (SpecialID 114; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hairstyles_of_my_wonderful_wife,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cleft of venus (SpecialID 2015; score=0.305),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hand_sonic,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,hand job (SpecialID 1598; score=0.542),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
hip_gear,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,hip vent (SpecialID 2219; score=0.523),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
inkblot,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,blowjob (SpecialID 109; score=0.193),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
interrogation,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after masturbation (SpecialID 84; score=0.261),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kawashiro_nitori_(cosplay),173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after oral (SpecialID 112; score=0.150),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
keisanchuu_new_costume,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked costume (SpecialID 2434; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
multicolor-tinted_eyewear,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on eyewear (SpecialID 352; score=0.411),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
panther_(tank),173,pzkpfw_v_panther|panzer_v_panther|panzerkampfwagen_panther,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after frottage (SpecialID 69; score=0.225),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
pipe_wrench,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.167),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
plaid_scrunchie,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,armpit sex (SpecialID 11; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
removing_pantyhose,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,smelling pantyhose (SpecialID 2335; score=0.592),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
s4_uniform,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.138),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
score,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch rub (SpecialID 85; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
seven_of_hearts,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cleft of venus (SpecialID 2015; score=0.374),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sonic_the_hedgehog_(cosplay),173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,orgy is the new black (SpecialID 1512; score=0.296),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
string_tie,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,shrimp tie (SpecialID 1932; score=0.557),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
surgery,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch grab (SpecialID 18; score=0.150),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
takarazaki_school_uniform,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.363),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
terrarium,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after paizuri (SpecialID 9; score=0.245),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
three_monkeys,173,see_no_evil|three_wise_monkeys,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,three way (SpecialID 258; score=0.528),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
triangle-shaped_hair,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anal hair (SpecialID 763; score=0.473),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
two-tone_feathers,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,two-footed footjob (SpecialID 62; score=0.388),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
umesato_middle_school_uniform,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.340),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
united_nations,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after fellatio (SpecialID 100; score=0.225),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
wolf_mask,173,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,blindfold mask (SpecialID 2393; score=0.516),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
accessory_tan,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bare anus (SpecialID 4; score=0.205),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
b.a.b.e.l._uniform,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,dick in a box (SpecialID 1116; score=0.171),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bong,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.169),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
camouflage_tank_top,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,male on top (SpecialID 2757; score=0.427),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
chest_blush,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on chest (SpecialID 350; score=0.421),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
chinese_food,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on food (SpecialID 355; score=0.499),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
english_flag,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fellatio (SpecialID 104; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
geometric_pattern,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.210),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
goku_and_vegeta_in_the_rain_(meme),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,nude guy wrapped in ribbons standing (meme) (SpecialID 2498; score=0.367),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
lion_cub,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.212),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
loincloth_aside,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,clothes aside (SpecialID 2653; score=0.595),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
luna_blaster_(splatoon),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after masturbation (SpecialID 84; score=0.220),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
mizuno_(brand),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,slave brand (SpecialID 902; score=0.458),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
paw_print_palms,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cow print pasties (SpecialID 2466; score=0.466),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
plasma,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
radio_controller,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,wireless sex toy controller (SpecialID 879; score=0.487),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
rosa_(pokemon)_(cosplay),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after fellatio (SpecialID 100; score=0.118),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
seggs_(meme),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,insertion threshold (meme) (SpecialID 1186; score=0.462),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
siamese_fighting_fish,172,betta_fish,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,puffer fish vomiting water (SpecialID 2626; score=0.341),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
snake_armband,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,snake bondage (SpecialID 2421; score=0.553),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
squash,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.123),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
too_many_knives,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,too many tentacles (SpecialID 1860; score=0.661),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
tsuka_(handle),172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,double handjob (SpecialID 21; score=0.193),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
windbreaker,172,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bare anus (SpecialID 4; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
